system,criterion,k,population,recall,ci_lo,ci_hi,n_substrates,n_references,mean_emitted_at_k,mean_emitted_untruncated,predictions_from,references_from,interval
whole bank,tanimoto1,8,evaluated1170,0.2981,0.2763,0.3203,1170,2590,7.994,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,tanimoto1,10,evaluated1170,0.3293,0.306,0.3531,1170,2590,9.992,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,tanimoto1,15,evaluated1170,0.3938,0.368,0.4189,1170,2590,14.988,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,tanimoto1,20,evaluated1170,0.4313,0.4044,0.4577,1170,2590,19.984,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,tanimoto1,30,evaluated1170,0.4703,0.4418,0.4985,1170,2590,29.971,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,tanimoto1,50,evaluated1170,0.5174,0.4872,0.5471,1170,2590,49.877,97.247,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,1,evaluated1170,0.0888,0.0784,0.1001,1170,2590,1.0,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,3,evaluated1170,0.1888,0.1722,0.2062,1170,2590,2.996,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,5,evaluated1170,0.2521,0.2324,0.2729,1170,2590,4.954,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,8,evaluated1170,0.3089,0.2863,0.3326,1170,2590,7.67,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,10,evaluated1170,0.3378,0.3136,0.3626,1170,2590,9.201,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,15,evaluated1170,0.3714,0.346,0.3976,1170,2590,11.94,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,20,evaluated1170,0.383,0.3574,0.4093,1170,2590,13.444,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,30,evaluated1170,0.3892,0.3634,0.4157,1170,2590,14.885,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,tanimoto1,50,evaluated1170,0.3903,0.3643,0.4169,1170,2590,15.991,16.965,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,1,evaluated1170,0.1429,0.1299,0.1566,1170,2590,0.996,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,3,evaluated1170,0.2938,0.2738,0.315,1170,2590,2.987,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,5,evaluated1170,0.3753,0.353,0.3992,1170,2590,4.968,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,8,evaluated1170,0.4266,0.4035,0.4513,1170,2590,7.913,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,10,evaluated1170,0.449,0.4258,0.4739,1170,2590,9.833,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,15,evaluated1170,0.4792,0.4548,0.505,1170,2590,14.534,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,20,evaluated1170,0.4903,0.4656,0.516,1170,2590,19.095,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,30,evaluated1170,0.4977,0.4731,0.5235,1170,2590,27.478,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,tanimoto1,50,evaluated1170,0.4992,0.4747,0.5246,1170,2590,40.879,40.879,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,1,evaluated1170,0.1544,0.1408,0.1683,1170,2590,0.997,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,3,evaluated1170,0.2954,0.2752,0.3157,1170,2590,2.989,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,5,evaluated1170,0.3707,0.3479,0.3938,1170,2590,4.973,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,8,evaluated1170,0.4324,0.4081,0.4569,1170,2590,7.863,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,10,evaluated1170,0.4533,0.4293,0.4776,1170,2590,9.43,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,15,evaluated1170,0.4676,0.4437,0.4918,1170,2590,10.898,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,20,evaluated1170,0.4683,0.4444,0.4926,1170,2590,10.917,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,30,evaluated1170,0.4683,0.4444,0.4926,1170,2590,10.917,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,tanimoto1,50,evaluated1170,0.4683,0.4444,0.4926,1170,2590,10.917,10.917,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,1,evaluated1170,0.0521,0.0441,0.0606,1170,2590,0.909,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,3,evaluated1170,0.1344,0.1201,0.1487,1170,2590,2.686,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,5,evaluated1170,0.1915,0.1744,0.2085,1170,2590,4.366,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,8,evaluated1170,0.2498,0.2296,0.2702,1170,2590,6.582,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,10,evaluated1170,0.2842,0.2623,0.3065,1170,2590,7.79,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,15,evaluated1170,0.334,0.3102,0.3573,1170,2590,9.827,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,20,evaluated1170,0.356,0.3314,0.3803,1170,2590,10.71,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,30,evaluated1170,0.3649,0.3396,0.39,1170,2590,11.166,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,tanimoto1,50,evaluated1170,0.3656,0.3404,0.3909,1170,2590,11.298,11.298,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,1,evaluated1170,0.0714,0.0626,0.0807,1170,2590,0.997,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,3,evaluated1170,0.1896,0.1736,0.2064,1170,2590,2.99,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,5,evaluated1170,0.2861,0.2667,0.3067,1170,2590,4.979,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,8,evaluated1170,0.3876,0.3647,0.4112,1170,2590,7.929,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,10,evaluated1170,0.434,0.4103,0.4583,1170,2590,9.846,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,15,evaluated1170,0.5035,0.4788,0.5287,1170,2590,14.329,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,20,evaluated1170,0.5382,0.5126,0.5646,1170,2590,18.14,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,30,evaluated1170,0.5676,0.5417,0.5938,1170,2590,23.966,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,tanimoto1,50,evaluated1170,0.5792,0.5533,0.6053,1170,2590,29.045,29.045,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,1,evaluated1170,0.107,0.0955,0.1194,1170,2597,1.0,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,3,evaluated1170,0.2287,0.2111,0.2476,1170,2597,2.998,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,5,evaluated1170,0.3057,0.2857,0.327,1170,2597,4.997,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,8,evaluated1170,0.3962,0.374,0.4198,1170,2597,7.994,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,10,evaluated1170,0.439,0.4159,0.4631,1170,2597,9.992,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,15,evaluated1170,0.5295,0.505,0.5547,1170,2597,14.988,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,20,evaluated1170,0.5834,0.5585,0.6092,1170,2597,19.984,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,30,evaluated1170,0.6484,0.6233,0.6748,1170,2597,29.971,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
whole bank,inchikey_tautomer,50,evaluated1170,0.7174,0.6925,0.743,1170,2597,49.88,97.937,results/widepools_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,1,evaluated1170,0.1167,0.1046,0.1294,1170,2597,1.0,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,3,evaluated1170,0.2472,0.2294,0.2668,1170,2597,2.996,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,5,evaluated1170,0.3285,0.3081,0.3508,1170,2597,4.954,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,8,evaluated1170,0.4024,0.3798,0.4269,1170,2597,7.669,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,10,evaluated1170,0.4394,0.4158,0.4646,1170,2597,9.2,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,15,evaluated1170,0.4875,0.4624,0.5139,1170,2597,11.949,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,20,evaluated1170,0.5052,0.4804,0.5315,1170,2597,13.458,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,30,evaluated1170,0.5144,0.4893,0.541,1170,2597,14.923,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
trained budget,inchikey_tautomer,50,evaluated1170,0.5156,0.4903,0.5424,1170,2597,16.058,17.068,results/widepools_k30_fulltest/w*.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,1,evaluated1170,0.1533,0.1399,0.1675,1170,2597,0.996,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,3,evaluated1170,0.3134,0.2934,0.3345,1170,2597,2.987,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,5,evaluated1170,0.4016,0.3788,0.4254,1170,2597,4.968,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,8,evaluated1170,0.4575,0.4341,0.4824,1170,2597,7.913,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,10,evaluated1170,0.4813,0.4579,0.5061,1170,2597,9.833,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,15,evaluated1170,0.5137,0.489,0.539,1170,2597,14.534,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,20,evaluated1170,0.5268,0.5018,0.5523,1170,2597,19.097,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,30,evaluated1170,0.5341,0.5095,0.5593,1170,2597,27.494,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
sygma,inchikey_tautomer,50,evaluated1170,0.536,0.5115,0.5613,1170,2597,40.918,40.918,results/sygma_fulltest_predictions.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,1,evaluated1170,0.1621,0.1481,0.1765,1170,2597,0.997,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,3,evaluated1170,0.3123,0.292,0.3336,1170,2597,2.989,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,5,evaluated1170,0.3939,0.3711,0.4178,1170,2597,4.974,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,8,evaluated1170,0.4621,0.4376,0.4867,1170,2597,7.833,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,10,evaluated1170,0.484,0.4601,0.5084,1170,2597,9.336,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,15,evaluated1170,0.4975,0.4734,0.5223,1170,2597,10.601,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,20,evaluated1170,0.4979,0.4738,0.5227,1170,2597,10.613,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,30,evaluated1170,0.4979,0.4738,0.5227,1170,2597,10.613,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
metapredictor,inchikey_tautomer,50,evaluated1170,0.4979,0.4738,0.5227,1170,2597,10.613,10.613,artifacts/tier2_1170/metapredictor_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,1,evaluated1170,0.0647,0.0557,0.0741,1170,2597,0.909,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,3,evaluated1170,0.1656,0.1504,0.1809,1170,2597,2.686,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,5,evaluated1170,0.2349,0.2168,0.2532,1170,2597,4.366,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,8,evaluated1170,0.3073,0.2865,0.3286,1170,2597,6.584,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,10,evaluated1170,0.3489,0.3272,0.3711,1170,2597,7.791,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,15,evaluated1170,0.4162,0.393,0.4393,1170,2597,9.832,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,20,evaluated1170,0.4444,0.4202,0.4679,1170,2597,10.726,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,30,evaluated1170,0.4563,0.4316,0.4808,1170,2597,11.196,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
biotransformer,inchikey_tautomer,50,evaluated1170,0.4575,0.4325,0.4822,1170,2597,11.353,11.353,results/biotransformer_fulltest_preds.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,1,evaluated1170,0.0836,0.0742,0.0934,1170,2597,0.997,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,3,evaluated1170,0.2091,0.1928,0.2258,1170,2597,2.99,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,5,evaluated1170,0.3123,0.2924,0.3332,1170,2597,4.979,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,8,evaluated1170,0.4193,0.396,0.4431,1170,2597,7.926,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,10,evaluated1170,0.4682,0.4443,0.493,1170,2597,9.839,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,15,evaluated1170,0.5445,0.5197,0.5701,1170,2597,14.289,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,20,evaluated1170,0.5845,0.5588,0.6107,1170,2597,18.026,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,30,evaluated1170,0.6157,0.5895,0.6417,1170,2597,23.615,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
gloryx,inchikey_tautomer,50,evaluated1170,0.6307,0.6042,0.6568,1170,2597,28.256,28.256,results/gloryx_service_preds_evaluated1170.json,"results/test_references.json, re-keyed",computed here; the repository stores none per arm
